Area,Item,Year,Export Quantity (t),Export Value (1000 USD),Import Quantity (t),Import Value (1000 USD)
Finland,Barley,2013,118421.0,31042.0,800.0,643.0
Finland,Barley,2014,378264.74,80907.0,423.3,441.0
Finland,Barley,2015,210285.1,38658.0,591.79,411.0
Finland,Barley,2016,198010.96,31306.0,1103.87,323.0
Finland,Barley,2017,150059.59,28293.0,270.61,156.0
Finland,Barley,2018,58967.19,14217.0,609.58,273.0
Finland,Barley,2019,132856.81,26160.0,266.21,235.0
Finland,Barley,2020,166058.37,33121.0,36.01,37.0
Finland,Barley,2021,71413.5,17088.0,28794.35,7803.0
Finland,Barley,2022,2216.59,816.0,101141.46,35414.0
Finland,"Cereals, primary",2000,264086.0,31997.15,302731.0,41535.62
Finland,"Cereals, primary",2001,730857.0,80621.0,171704.0,22376.0
Finland,"Cereals, primary",2002,569531.0,68192.0,301388.0,36809.0
Finland,"Cereals, primary",2003,506230.0,68399.0,140179.0,21951.0
Finland,"Cereals, primary",2004,493146.0,66685.0,204462.0,36030.0
Finland,"Cereals, primary",2005,374037.0,51317.0,112336.0,17530.0
Finland,"Cereals, primary",2006,471654.0,80270.0,121997.0,23461.0
Finland,"Cereals, primary",2007,709537.0,181593.0,74533.0,22206.0
Finland,"Cereals, primary",2008,588447.0,182122.0,125457.0,46102.0
Finland,"Cereals, primary",2009,456056.0,88142.0,93195.0,21441.0
Finland,"Cereals, primary",2010,708755.0,139496.0,58667.0,15122.0
Finland,"Cereals, primary",2011,1005160.0,288638.0,46609.0,17217.0
Finland,"Cereals, primary",2012,682536.0,193541.0,74075.0,25959.0
Finland,"Cereals, primary",2013,608920.0,177006.0,74235.0,23300.0
Finland,"Cereals, primary",2014,933561.65,212208.88,71974.55,20443.7
Finland,"Cereals, primary",2015,867353.34,163066.05,54964.84,15992.44
Finland,"Cereals, primary",2016,750414.83,134202.48,21316.76,8411.66
Finland,"Cereals, primary",2017,633970.89,123238.58,54860.62,18807.36
Finland,"Cereals, primary",2018,426561.76,94715.99,131584.79,36644.21
Finland,"Cereals, primary",2019,572857.75,132917.18,59353.32,18253.82
Finland,"Cereals, primary",2020,736715.36,159896.5,30349.03,10366.68
Finland,"Cereals, primary",2021,483724.31,116311.27,84645.36,26791.0
Finland,"Cereals, primary",2022,282223.37,86548.68,292414.56,107446.92
Finland,"Milk, Total",2000,393220.39,109731.06,7591.8,3843.92
Finland,"Milk, Total",2001,348426.89,101543.0,7531.0,4914.0
Finland,"Milk, Total",2002,392215.79,104653.0,8599.8,6007.0
Finland,"Milk, Total",2003,375814.59,122392.0,9810.9,8973.0
Finland,"Milk, Total",2004,399471.19,157870.0,13051.8,12034.0
Finland,"Milk, Total",2005,388710.59,169696.0,16184.0,13921.0
Finland,"Milk, Total",2006,364827.09,166090.0,20158.4,16226.0
Finland,"Milk, Total",2007,347077.8,211127.0,23830.4,21993.0
Finland,"Milk, Total",2008,282994.4,215977.0,33910.9,31483.0
Finland,"Milk, Total",2009,377450.29,190396.0,56136.4,34953.0
Finland,"Milk, Total",2010,378985.09,241451.0,76703.9,48096.0
Finland,"Milk, Total",2011,337656.5,262084.0,90634.7,66579.0
Finland,"Milk, Total",2012,353633.19,259939.0,97953.8,67402.0
Finland,"Milk, Total",2013,413540.49,327054.0,84369.5,68926.0
Finland,"Milk, Total",2014,472503.31,326888.27,55921.45,52941.88
Finland,"Milk, Total",2015,648805.49,278797.23,43428.79,35739.73
Finland,"Milk, Total",2016,660510.46,266270.1,32320.49,27057.62
Finland,"Milk, Total",2017,645106.23,320090.64,32789.43,31559.93
Finland,"Milk, Total",2018,619222.36,319674.56,32165.13,34168.12
Finland,"Milk, Total",2019,657125.28,333418.97,30081.7,30444.44
Finland,"Milk, Total",2020,699419.31,357521.43,29219.11,30261.68
Finland,"Milk, Total",2021,665772.32,362986.81,27172.67,30338.5
Finland,"Milk, Total",2022,628140.34,432519.73,29191.85,36903.49
Finland,"Hen eggs in shell, fresh",2000,6006.0,5036.0,103.0,282.0
Finland,"Hen eggs in shell, fresh",2001,6770.0,5260.0,103.0,259.0
Finland,"Hen eggs in shell, fresh",2002,4350.0,3825.0,108.0,326.0
Finland,"Hen eggs in shell, fresh",2003,8673.0,9465.0,22.0,85.0
Finland,"Hen eggs in shell, fresh",2004,9840.0,8402.0,0.0,2.0
Finland,"Hen eggs in shell, fresh",2005,9214.0,6876.0,2.0,4.0
Finland,"Hen eggs in shell, fresh",2006,6877.0,6727.0,118.0,114.0
Finland,"Hen eggs in shell, fresh",2007,6007.0,7767.0,423.0,511.0
Finland,"Hen eggs in shell, fresh",2008,6425.0,9383.0,783.0,1007.0
Finland,"Hen eggs in shell, fresh",2009,5007.0,7622.0,1923.0,2570.0
Finland,"Hen eggs in shell, fresh",2010,8526.0,10797.0,9.0,9.0
Finland,"Hen eggs in shell, fresh",2011,8625.0,10791.0,1019.0,1408.0
Finland,"Hen eggs in shell, fresh",2012,6375.0,10082.0,2300.0,3830.0
Finland,"Hen eggs in shell, fresh",2013,7597.0,10257.0,136.0,234.0
Finland,"Hen eggs in shell, fresh",2014,7056.6,11297.0,755.0,1023.0
Finland,"Hen eggs in shell, fresh",2015,8442.65,10755.0,1880.9,1774.0
Finland,"Hen eggs in shell, fresh",2016,8545.94,8577.0,1561.16,1645.0
Finland,"Hen eggs in shell, fresh",2017,8223.82,9995.0,1268.14,1828.0
Finland,"Hen eggs in shell, fresh",2018,9737.17,13799.0,1801.26,4437.0
Finland,"Hen eggs in shell, fresh",2019,9660.45,13040.0,1755.42,4552.0
Finland,"Hen eggs in shell, fresh",2020,8003.43,11521.0,2332.46,6660.0
Finland,"Hen eggs in shell, fresh",2021,10877.95,15756.0,1907.03,5103.0
Finland,"Hen eggs in shell, fresh",2022,14407.7,26478.0,2221.98,5233.0
Finland,"Meat, Total",2000,1233.9733333333331,2741.478,1664.4205882352942,5223.18
Finland,"Meat, Total",2001,1703.6699999999998,2709.733333333333,1687.770588235294,4867.35294117647
Finland,"Meat, Total",2002,2652.4666666666667,3719.6666666666665,1791.2764705882353,5522.0
Finland,"Meat, Total",2003,3252.233333333333,5722.8,2132.9147058823532,8758.588235294117
Finland,"Meat, Total",2004,3146.3233333333337,5919.4,2526.6294117647058,11350.29411764706
Finland,"Meat, Total",2005,2612.0733333333333,4395.8,3175.205882352941,13702.411764705883
Finland,"Meat, Total",2006,3202.8633333333332,4583.733333333334,3226.7323529411765,14983.882352941177
Finland,"Meat, Total",2007,3369.6375,7491.25,3424.6916666666666,18049.61111111111
Finland,"Meat, Total",2008,2840.06875,6083.3125,3782.3055555555557,21603.666666666668
Finland,"Meat, Total",2009,2661.665625,5359.875,3923.2055555555553,19780.333333333332
Finland,"Meat, Total",2010,2743.8999999999996,5414.75,4424.069444444444,21587.38888888889
Finland,"Meat, Total",2011,2993.134375,6766.5,4360.08947368421,26051.0
Finland,"Meat, Total",2012,3303.78125,7418.9375,4814.963157894737,27728.78947368421
Finland,"Meat, Total",2013,3475.90625,7888.8125,4934.1973684210525,27714.842105263157
Finland,"Meat, Total",2014,2954.0276470588237,6018.459411764706,5373.896111111111,30121.033888888887
Finland,"Meat, Total",2015,3548.9476470588233,5321.0552941176475,5498.769444444445,25338.47722222222
Finland,"Meat, Total",2016,3463.728823529412,5346.251764705882,5057.312,22165.754
Finland,"Meat, Total",2017,2603.0744444444445,4891.262777777778,5877.973684210527,25295.865789473686
Finland,"Meat, Total",2018,3202.700588235294,6340.336470588235,6101.585789473685,28765.391052631574
Finland,"Meat, Total",2019,3970.7105882352944,7835.448235294118,5389.7535,23188.5965
Finland,"Meat, Total",2020,3962.3399999999997,6916.375555555555,4881.5805,20509.637
Finland,"Meat, Total",2021,3832.7364705882355,7328.610588235294,5165.3625,22703.512
Finland,"Meat, Total",2022,3383.3255555555556,8589.927777777779,5571.8738095238095,27135.178095238094
Finland,Raw milk of cattle,2000,594.0,295.0,115.0,156.0
Finland,Raw milk of cattle,2001,666.0,319.0,173.0,244.0
Finland,Raw milk of cattle,2002,917.0,460.0,230.0,307.0
Finland,Raw milk of cattle,2003,1030.0,628.0,687.0,695.0
Finland,Raw milk of cattle,2004,1209.0,832.0,1499.0,1229.0
Finland,Raw milk of cattle,2005,1322.0,962.0,1519.0,1315.0
Finland,Raw milk of cattle,2006,1579.0,1309.0,2365.0,1654.0
Finland,Raw milk of cattle,2007,2552.0,2377.0,2368.0,2084.0
Finland,Raw milk of cattle,2008,4446.0,4944.0,1778.0,1765.0
Finland,Raw milk of cattle,2009,5310.0,4540.0,23014.0,11366.0
Finland,Raw milk of cattle,2010,6399.0,5500.0,22209.0,12725.0
Finland,Raw milk of cattle,2011,9594.0,9087.0,25066.0,16183.0
Finland,Raw milk of cattle,2012,11735.0,11123.0,27002.0,16276.0
Finland,Raw milk of cattle,2013,12991.0,12594.0,24645.0,17711.0
Finland,Raw milk of cattle,2014,8800.55,8721.0,17533.3,13451.0
Finland,Raw milk of cattle,2015,642.71,545.0,12413.8,7294.0
Finland,Raw milk of cattle,2016,724.56,563.0,8965.48,5283.0
Finland,Raw milk of cattle,2017,1503.55,1127.0,9236.51,5835.0
Finland,Raw milk of cattle,2018,1449.56,1802.0,8018.72,5247.0
Finland,Raw milk of cattle,2019,815.35,1046.0,5936.39,3963.0
Finland,Raw milk of cattle,2020,3477.54,4199.0,5098.55,3482.0
Finland,Raw milk of cattle,2021,6016.76,4237.0,4029.93,2871.0
Finland,Raw milk of cattle,2022,9602.52,3161.0,3884.77,3051.0
Finland,Wheat,2000,362.0,114.0,181463.0,24055.0
Finland,Wheat,2001,1149.0,307.0,93651.0,11271.0
Finland,Wheat,2002,1046.0,340.0,187240.0,22095.0
Finland,Wheat,2003,25776.0,6482.0,63570.0,9814.0
Finland,Wheat,2004,48592.0,8803.0,75048.0,13192.0
Finland,Wheat,2005,25451.0,3546.0,23176.0,4659.0
Finland,Wheat,2006,26070.0,4479.0,25739.0,5422.0
Finland,Wheat,2007,73613.0,18154.0,16986.0,5191.0
Finland,Wheat,2008,71306.0,25275.0,50228.0,22589.0
Finland,Wheat,2009,49933.0,7890.0,29791.0,7967.0
Finland,Wheat,2010,142402.0,25037.0,13410.0,5144.0
Finland,Wheat,2011,194365.0,62097.0,7446.0,4350.0
Finland,Wheat,2012,214182.0,61029.0,10094.0,4622.0
Finland,Wheat,2013,163454.0,49271.0,11448.0,4134.0
Finland,Wheat,2014,174974.38,38042.0,4655.9,1844.0
Finland,Wheat,2015,301660.42,55267.0,9619.39,4257.0
Finland,Wheat,2016,249651.6,41402.0,3284.33,1120.0
Finland,Wheat,2017,164422.18,30541.0,20638.54,5577.0
Finland,Wheat,2018,59597.79,10953.0,50917.87,13842.0
Finland,Wheat,2019,64295.83,12905.0,14490.85,4336.0
Finland,Wheat,2020,152763.15,33460.0,4927.76,1855.0
Finland,Wheat,2021,35925.15,9858.0,10026.49,3408.0
Finland,Wheat,2022,50776.77,20954.0,84381.97,32698.0
France,Barley,2000,4766376.0,575256.0,98933.0,12006.0
France,Barley,2001,4105761.0,492862.0,46718.0,7469.0
France,Barley,2002,4273806.0,519028.0,24598.0,3437.0
France,Barley,2003,4944000.0,773160.0,27016.0,4135.0
France,Barley,2004,4893343.0,800251.0,23565.0,3639.0
France,Barley,2005,5394305.0,807885.0,60763.0,8934.0
France,Barley,2006,4262027.0,654929.0,37870.0,7179.0
France,Barley,2007,5101026.0,1186808.0,56088.0,18142.0
France,Barley,2008,5024686.0,1497633.0,66549.0,21582.0
France,Barley,2009,4719929.0,1045220.0,26119.0,5774.0
France,Barley,2010,5706781.0,1026753.0,76673.0,17931.0
France,Barley,2011,4284000.0,1372501.0,154927.0,45933.0
France,Barley,2012,4657446.0,1327762.0,96518.0,29287.0
France,Barley,2013,6465970.0,1867534.0,34755.0,10649.0
France,Barley,2014,5121829.76,1230080.0,53378.17,14822.0
France,Barley,2015,7534687.15,1565541.0,63290.26,15865.0
France,Barley,2016,5868272.86,1064941.0,60982.12,13796.0
France,Barley,2017,5654969.65,1006407.0,111310.6,26230.0
France,Barley,2018,6196232.36,1325960.0,73510.54,23020.0
France,Barley,2019,7171937.42,1494534.0,93466.19,22725.0
France,Barley,2020,6778157.87,1359114.0,66450.06,16873.0
France,Barley,2021,6547407.01,1642865.0,69692.49,20436.0
France,Barley,2022,5572445.14,1832553.0,25789.45,10493.0
France,"Cereals, primary",2000,31129420.0,3883918.0,881868.0,179351.0
France,"Cereals, primary",2001,27133255.0,3400977.0,939683.0,205675.0
France,"Cereals, primary",2002,26687244.0,3489756.0,772976.0,219380.0
France,"Cereals, primary",2003,28763958.0,4479807.0,514984.0,206640.0
France,"Cereals, primary",2004,26226297.0,4870918.0,672356.0,277469.0
France,"Cereals, primary",2005,29136280.0,4737784.0,534749.0,209069.0
France,"Cereals, primary",2006,27230878.0,4736498.0,507508.0,211895.0
France,"Cereals, primary",2007,24473290.0,6318993.0,1496568.0,511591.0
France,"Cereals, primary",2008,27719254.0,9500511.0,1141119.0,588426.0
France,"Cereals, primary",2009,28588840.0,6729282.0,793799.0,498376.0
France,"Cereals, primary",2010,33732955.0,7597782.0,1154510.0,504233.0
France,"Cereals, primary",2011,31146709.0,10753364.0,1301155.0,584732.0
France,"Cereals, primary",2012,27677918.0,8851888.0,873500.0,448721.0
France,"Cereals, primary",2013,32619438.0,10725805.0,939229.0,519155.0
France,"Cereals, primary",2014,31769553.45,8886917.23,1211113.69,632805.78
France,"Cereals, primary",2015,35046233.77,7908311.48,1115232.04,472397.19
France,"Cereals, primary",2016,29958402.55,6138762.62,1538983.29,548847.24
France,"Cereals, primary",2017,25477435.76,5523226.22,1608033.2,564631.7
France,"Cereals, primary",2018,30573646.53,7217084.49,1096847.56,446935.44
France,"Cereals, primary",2019,31256048.11,7261156.14,1170558.44,463028.08
France,"Cereals, primary",2020,31548978.84,7713630.69,1079729.88,471112.88
France,"Cereals, primary",2021,27357049.48,8160662.35,992704.26,518446.26
France,"Cereals, primary",2022,31473170.37,11745385.84,948263.07,563737.59
France,"Milk, Total",2000,4251100.24,1380763.0,3097371.25,1112491.0
France,"Milk, Total",2001,3645005.55,1301499.0,2836998.55,1070851.0
France,"Milk, Total",2002,3851593.25,1294164.0,2468176.46,940946.0
France,"Milk, Total",2003,3677702.55,1446868.0,2229826.96,1109517.0
France,"Milk, Total",2004,3521898.95,1531914.0,2598342.76,1317605.0
France,"Milk, Total",2005,3601079.75,1585064.0,2177136.66,1140926.0
France,"Milk, Total",2006,3169175.26,1550654.0,2381876.46,1207180.0
France,"Milk, Total",2007,3579797.95,2174294.0,2441900.16,1626263.0
France,"Milk, Total",2008,4123744.44,2616871.0,2375157.66,1558299.0
France,"Milk, Total",2009,3950184.64,2037852.0,2577245.15,1375156.0
France,"Milk, Total",2010,4728369.73,2499597.0,2728619.95,1619282.0
France,"Milk, Total",2011,5287324.91,2998987.0,2685910.15,1947308.0
France,"Milk, Total",2012,5174085.32,2649194.0,2513812.46,1548687.0
France,"Milk, Total",2013,4481536.53,2846901.0,2557282.66,1900363.0
France,"Milk, Total",2014,5379610.74,3449727.44,2960592.83,2176294.61
France,"Milk, Total",2015,5770535.49,2538396.4,2948034.61,1557469.75
France,"Milk, Total",2016,5144461.45,2311444.08,2961566.27,1531534.4
France,"Milk, Total",2017,4862346.21,2607762.34,2958924.38,2147243.65
France,"Milk, Total",2018,4705329.96,2555770.23,3017478.02,2347734.5
France,"Milk, Total",2019,4894659.89,2582705.45,3106105.35,2008463.31
France,"Milk, Total",2020,5012718.28,2745107.74,2735757.94,1664146.21
France,"Milk, Total",2021,4976815.75,2981391.83,2854513.59,1956157.58
France,"Milk, Total",2022,4570001.48,3356146.86,2980953.79,2805921.43
France,"Hen eggs in shell, fresh",2000,43900.0,59154.0,61046.0,48381.0
France,"Hen eggs in shell, fresh",2001,40690.0,47290.0,58513.0,45228.0
France,"Hen eggs in shell, fresh",2002,43348.0,58974.0,76877.0,54744.0
France,"Hen eggs in shell, fresh",2003,51154.0,87116.0,81768.0,85866.0
France,"Hen eggs in shell, fresh",2004,39241.0,81680.0,71002.0,57983.0
France,"Hen eggs in shell, fresh",2005,39373.0,80279.0,82896.0,64875.0
France,"Hen eggs in shell, fresh",2006,35116.0,73936.0,93023.0,78321.0
France,"Hen eggs in shell, fresh",2007,41332.0,94555.0,176876.0,99833.0
France,"Hen eggs in shell, fresh",2008,49194.0,112455.0,132010.0,100208.0
France,"Hen eggs in shell, fresh",2009,50551.0,117258.0,143351.0,115593.0
France,"Hen eggs in shell, fresh",2010,57009.0,123542.0,54240.0,86410.0
France,"Hen eggs in shell, fresh",2011,32715.0,92448.0,63034.0,84856.0
France,"Hen eggs in shell, fresh",2012,34699.0,94765.0,72087.0,132837.0
France,"Hen eggs in shell, fresh",2013,38411.0,93861.0,43710.0,58203.0
France,"Hen eggs in shell, fresh",2014,44212.86,110661.0,33353.83,55267.0
France,"Hen eggs in shell, fresh",2015,43827.68,100134.0,41130.4,96141.0
France,"Hen eggs in shell, fresh",2016,37220.8,79680.0,59935.26,79335.0
France,"Hen eggs in shell, fresh",2017,34771.69,85967.0,67951.22,106323.0
France,"Hen eggs in shell, fresh",2018,29777.1,82091.0,60790.01,95214.0
France,"Hen eggs in shell, fresh",2019,27995.83,77773.0,63718.98,86367.0
France,"Hen eggs in shell, fresh",2020,33255.24,80449.0,57436.9,81416.0
France,"Hen eggs in shell, fresh",2021,35042.34,92970.0,48015.12,76624.0
France,"Hen eggs in shell, fresh",2022,24762.07,90896.0,69925.3,144625.0
France,"Meat, Total",2000,174125.425,315233.55555555556,88908.76666666666,210520.72222222222
France,"Meat, Total",2001,148543.10555555555,265420.6111111111,77456.31111111112,182906.05555555556
France,"Meat, Total",2002,155157.76666666666,277679.05555555556,81313.43611111112,196817.83333333334
France,"Meat, Total",2003,157500.48333333334,338470.72222222225,82828.29999999999,239367.72222222222
France,"Meat, Total",2004,149857.28333333333,346857.55555555556,91238.58611111112,297521.3888888889
France,"Meat, Total",2005,142013.02500000002,346336.55555555556,102242.55555555556,334172.8333333333
France,"Meat, Total",2006,122665.10555555555,331540.3333333333,106857.81111111112,354482.77777777775
France,"Meat, Total",2007,120585.7605263158,371151.84210526315,110487.78421052631,402179.4210526316
France,"Meat, Total",2008,122211.03947368421,427831.7368421053,113317.68157894738,463894.3157894737
France,"Meat, Total",2009,123917.63157894737,389550.94736842107,118788.78947368421,446068.3157894737
France,"Meat, Total",2010,129219.3947368421,388975.4736842105,123382.12894736843,448732.15789473685
France,"Meat, Total",2011,138305.83947368423,464485.2631578947,120592.95526315788,506309.5789473684
France,"Meat, Total",2012,127302.02105263158,411964.63157894736,123555.28947368421,498866.84210526315
France,"Meat, Total",2013,124151.09999999999,414971.2631578947,122864.42368421052,518676.0
France,"Meat, Total",2014,109296.11904761905,355566.13238095236,113823.88380952382,476944.66
France,"Meat, Total",2015,111837.89095238096,313943.3995238095,113735.71,397109.0980952381
France,"Meat, Total",2016,102998.22380952381,285447.68666666665,114441.06571428571,387313.5276190476
France,"Meat, Total",2017,102804.08714285714,295238.23333333334,116644.0904761905,408673.58857142855
France,"Meat, Total",2018,100905.54285714285,317069.4157142857,119952.51619047618,452378.2761904762
France,"Meat, Total",2019,93454.3238095238,285410.28619047615,121488.27857142857,431174.6980952381
France,"Meat, Total",2020,84652.03333333333,261099.30476190473,110957.39619047618,396182.71285714285
France,"Meat, Total",2021,95397.60952380953,331292.76,129191.10047619048,509760.72142857144
France,"Meat, Total",2022,92094.44476190477,348618.149047619,144293.58333333334,649246.1342857142
France,Raw milk of cattle,2000,611182.0,218093.0,591820.0,200550.0
France,Raw milk of cattle,2001,649158.0,228710.0,540683.0,186098.0
France,Raw milk of cattle,2002,554399.0,209636.0,381972.0,135354.0
France,Raw milk of cattle,2003,595646.0,260478.0,388533.0,172665.0
France,Raw milk of cattle,2004,646446.0,310401.0,348629.0,168130.0
France,Raw milk of cattle,2005,707687.0,327634.0,254018.0,122652.0
France,Raw milk of cattle,2006,696002.0,335536.0,273828.0,134656.0
France,Raw milk of cattle,2007,758944.0,458625.0,320735.0,205671.0
France,Raw milk of cattle,2008,739161.0,514411.0,276351.0,194766.0
France,Raw milk of cattle,2009,729067.0,405828.0,311575.0,189982.0
France,Raw milk of cattle,2010,674169.0,363141.0,303689.0,177326.0
France,Raw milk of cattle,2011,722377.0,425107.0,358483.0,224432.0
France,Raw milk of cattle,2012,780515.0,462919.0,345600.0,195033.0
France,Raw milk of cattle,2013,681363.0,471923.0,336499.0,238009.0
France,Raw milk of cattle,2014,748623.23,510610.0,331500.06,261445.0
France,Raw milk of cattle,2015,786574.55,387278.0,353557.8,204641.0
France,Raw milk of cattle,2016,827774.68,394645.0,267741.96,161375.0
France,Raw milk of cattle,2017,695073.17,387469.0,220518.76,167175.0
France,Raw milk of cattle,2018,713772.41,384316.0,162278.98,139781.0
France,Raw milk of cattle,2019,606901.07,331104.0,165966.35,141125.0
France,Raw milk of cattle,2020,599534.18,328154.0,135087.36,122292.0
France,Raw milk of cattle,2021,442582.7,273843.0,97933.77,102953.0
France,Raw milk of cattle,2022,461072.78,321831.0,101347.46,164705.0
France,Wheat,2000,18034056.0,2059201.0,454147.0,70129.0
France,Wheat,2001,15621317.0,1801809.0,533187.0,80844.0
France,Wheat,2002,13678411.0,1654245.0,478214.0,72881.0
